Event,State,Date,Match code,Red team 1,Red team 2,Blue team 1,Blue team 2,Red auto,Red teleop,Red endgame,Red penalty,Blue auto,Blue teleop,Blue endgame,Blue penalty
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q005-1,8030,6424,12217,7766,0,4,65,50,30,10,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q006-1,5971,15495,11477,13481,30,8,75,10,80,12,30,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q007-1,7732,4053,5604,9387,30,6,50,10,70,15,50,10
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q008-1,9876,10244,5446,8548,60,10,65,0,105,22,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q009-1,11121,4054,7299,7742,100,25,100,0,30,4,65,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q010-1,13485,13601,15462,5447,55,4,30,0,30,7,75,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q011-1,11477,11865,12217,8563,60,16,50,0,45,10,25,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q012-1,10548,6424,15460,15495,55,14,75,0,60,8,40,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q013-1,10244,7766,7830,9387,70,16,100,0,65,8,75,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q014-1,6046,7732,3861,5971,30,8,0,10,110,5,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q015-1,5447,8548,5604,5961,30,0,50,0,135,29,100,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q016-1,7742,4053,13601,6395,30,22,65,10,50,6,30,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q017-1,13484,4054,4213,9876,70,12,50,0,0,14,65,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q018-1,6559,5446,11186,7299,160,54,100,0,0,12,65,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q019-1,13480,13481,8030,11121,30,4,15,0,45,4,75,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q020-1,12217,15460,5961,7732,25,2,30,50,65,15,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q021-1,4053,15462,11865,10548,10,12,25,0,10,0,25,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q022-1,4054,3861,7766,15495,75,20,0,0,45,17,75,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q023-1,5604,7742,5971,13485,55,11,100,0,110,2,100,110
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q024-1,11121,7830,11186,5447,45,10,65,90,60,2,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q025-1,13480,6046,4213,9387,40,6,65,0,40,18,100,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q026-1,8563,5446,13601,13484,90,22,75,0,10,4,40,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q027-1,6424,10244,6395,6559,30,6,100,50,120,53,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q028-1,7299,8030,9876,11477,0,23,25,0,110,24,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q029-1,8548,15460,13481,4054,55,16,75,0,30,32,25,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q030-1,6046,11121,13485,7766,30,10,50,0,45,8,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q031-1,15495,5961,4053,13484,30,8,75,0,35,10,75,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q032-1,5447,5971,10548,10244,45,13,100,0,65,10,75,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q033-1,7830,13601,8030,11865,0,6,0,0,70,16,65,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q034-1,6559,9876,7732,13480,110,45,100,0,40,18,100,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q035-1,13481,5604,3861,12217,0,4,50,0,25,18,65,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q036-1,9387,11477,5446,15462,65,32,50,80,55,30,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q037-1,7742,8548,6424,11186,70,25,50,0,40,6,100,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q038-1,8563,7299,6395,4213,40,12,0,0,0,13,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q039-1,7766,10548,5961,9876,95,12,75,0,115,12,100,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q040-1,13484,8030,10244,6046,30,16,0,0,65,2,65,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q041-1,6559,12217,5971,4053,85,31,50,0,80,12,65,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q042-1,15462,5604,15460,11121,65,30,25,0,55,16,75,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q043-1,9387,11186,15495,8563,10,12,30,0,15,10,40,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q044-1,5447,4213,13481,7742,30,11,50,0,30,26,65,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q045-1,11865,6395,4054,5446,55,12,50,10,55,15,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q046-1,3861,11477,8548,13485,70,19,65,0,30,6,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q047-1,7732,7299,6424,7830,30,16,65,0,30,0,65,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q048-1,13480,15460,13601,5961,40,12,15,0,40,0,65,10
